market,kind,model,n_train,n_test,auc,logloss,brier,cal,base,top5,top10,p60,n60,p70,n70,secs
k7,pitcher,MLP (neural net),9189,3304,0.7135194441058149,0.4934459901969686,0.1610236742912766,0.2357987939868381,0.2360774818401937,0.4545454545454545,0.3577106518282988,0.6293103448275862,116,,8,0.9
k7,pitcher,STACK (LR+HGB+ET),9189,3304,0.7223404039172661,0.4891858165330391,0.1590852350844292,0.2429979370474196,0.2360774818401937,0.4404388714733542,0.3648648648648648,0.6691729323308271,133,0.7192982456140351,57,4.8
outs16,pitcher,own-rate baseline,9189,3304,0.6248504293557318,0.6684586353558933,0.2378981988075239,0.508801412197516,0.5108958837772397,0.677115987460815,0.6112877583465819,0.6524547803617571,774,0.7135135135135136,185,
outs16,pitcher,logistic,9189,3304,0.6841346605039651,0.6307129058263292,0.2218802806374588,0.5023114752218518,0.5108958837772397,0.6927899686520376,0.6526232114467408,0.6858846918489065,1006,0.7315634218289085,339,0.3
outs16,pitcher,logistic L1,9189,3304,0.6849023098399888,0.6304072644150265,0.221695944903953,0.502597089054672,0.5108958837772397,0.6865203761755486,0.6550079491255962,0.6848364717542121,1009,0.7337278106508875,338,0.3
outs16,pitcher,logistic + platt,9189,3304,0.6841346605039651,0.6307114908432231,0.221881151016488,0.5023293549164523,0.5108958837772397,0.6927899686520376,0.6526232114467408,0.6858846918489065,1006,0.7323529411764705,340,0.3
outs16,pitcher,gaussian NB,9189,3304,0.6715604617333771,0.6407442081723915,0.225807708572738,0.5175092984478181,0.5108958837772397,0.6974921630094044,0.6375198728139905,0.665053242981607,1033,0.79,100,0.3
outs16,pitcher,random forest,9189,3304,0.6785154966918493,0.6319853319201545,0.2226306076737139,0.5090914353893926,0.5108958837772397,0.6849529780564263,0.6470588235294118,0.6706948640483383,993,0.7108433734939759,166,1.2
outs16,pitcher,extra trees,9189,3304,0.6847560385481676,0.6365372572204182,0.2235492592820446,0.516280167111524,0.5108958837772397,0.6959247648902821,0.6470588235294118,0.6928487690504103,853,0.8157894736842105,38,0.7
outs16,pitcher,hist-GBM,9189,3304,0.6675015250340199,0.6364562502240338,0.2255178757749738,0.504636065599567,0.5108958837772397,0.6865203761755486,0.6343402225755167,0.6605504587155964,1090,0.7317073170731707,369,0.5
outs16,pitcher,gradient boosting,9189,3304,0.6787836607268547,0.6320443410770689,0.2226492361151874,0.5030852180985249,0.5108958837772397,0.6974921630094044,0.6502384737678856,0.6737044145873321,1042,0.7620967741935484,248,4.5
outs16,pitcher,kNN (k=200),9189,3304,0.6702462196752851,0.6421299795176415,0.2262179176755447,0.5261652542372881,0.5108958837772397,0.6614420062695925,0.6375198728139905,0.6669902912621359,1030,0.7023809523809523,84,0.6
outs16,pitcher,MLP (neural net),9189,3304,0.6724307575899771,0.6348903706090658,0.2246156557930354,0.492401597149367,0.5108958837772397,0.6865203761755486,0.6383147853736089,0.6705020920502092,956,0.7142857142857143,357,1.0
outs16,pitcher,STACK (LR+HGB+ET),9189,3304,0.6856582281450894,0.6304409356001127,0.2213097687747041,0.5072087985872362,0.5108958837772397,0.6974921630094044,0.6518282988871225,0.6781395348837209,1075,0.7331378299120235,341,3.7
h3,batter,own-rate baseline,86628,30355,0.5687736979292667,0.18537283511344485,0.043557075172838265,0.046350600607331024,0.04569263712732664,0.08062015503875969,0.07131782945736434,,0,,0,
h3,batter,logistic,86628,30355,0.6132088521914244,0.1821863058982184,0.04329887559409635,0.04833514361786431,0.04569263712732664,0.09612403100775194,0.08682170542635659,,0,,0,0.4
h3,batter,logistic L1,86628,30355,0.6132646281295503,0.1821828561157173,0.04329759948903157,0.04838955608504973,0.04569263712732664,0.09457364341085271,0.08837209302325581,,0,,0,2.1
h3,batter,logistic + platt,86628,30355,0.6132088521914244,0.18218737732764467,0.04329910227203061,0.048344254036946595,0.04569263712732664,0.09612403100775194,0.08682170542635659,,0,,0,0.5
h3,batter,gaussian NB,86628,30355,0.5877496875452355,0.1844706170928726,0.04356632538929792,0.05064585165065121,0.04569263712732664,0.05271317829457364,0.056589147286821705,,0,,0,0.4
h3,batter,random forest,86628,30355,0.5941359204607745,0.18401291217458185,0.0434698397736828,0.052987506970741755,0.04569263712732664,0.08372093023255814,0.07519379844961241,,0,,0,14.9
